day_hour,clientip,id,no_get,no_post,no_head
2019-01-31 23,54.36.149.567,1,0,1,0
2019-01-31 23,31.56.96.584,2,0,2,0
2019-01-31 23,40.77.167.665,5,0,5,0
2019-01-31 23,66.249.66.737,1,0,1,0
2019-01-31 23,54.36.149.660,1,0,1,0
2019-01-31 23,54.36.149.663,1,0,1,0
2019-01-31 23,31.56.96.689,2,0,2,0
2019-01-31 23,66.249.66.860,1,0,1,0
2019-01-31 23,40.77.167.825,5,0,5,0
2019-01-31 23,31.56.96.766,2,0,2,0
2019-01-31 23,91.99.72.730,1,0,1,0
2019-01-22 3,5.78.180.75,940,940,0,0
2019-01-31 23,40.77.167.156,5,0,5,0
2019-01-31 23,66.249.66.260,1,0,1,0
2019-01-31 23,40.77.167.221,5,0,5,0
2019-01-31 23,66.249.66.323,1,0,1,0
2019-01-31 23,40.77.167.286,5,0,5,0
2019-01-31 23,91.99.72.216,1,0,1,0
2019-01-31 23,54.36.149.251,1,0,1,0
2019-01-31 23,91.99.72.276,1,0,1,0
2019-01-31 23,31.56.96.319,2,0,2,0
2019-01-31 23,40.77.167.406,5,0,5,0
2019-01-31 23,91.99.72.309,1,0,1,0
2019-01-31 23,31.56.96.356,2,0,2,0
2019-01-31 23,66.249.66.505,1,0,1,0
2019-01-31 23,40.77.167.484,5,0,5,0
2019-01-31 23,91.99.72.380,1,0,1,0
2019-01-31 23,40.77.167.530,5,0,5,0
2019-01-31 23,31.56.96.467,2,0,2,0
2019-01-31 23,66.249.66.674,1,0,1,0
2019-01-31 23,31.56.96.545,2,0,2,0
2019-01-31 23,54.36.149.548,1,0,1,0
2019-01-31 23,31.56.96.577,2,0,2,0
2019-01-31 23,31.56.96.658,2,0,2,0
2019-01-31 23,31.56.96.698,2,0,2,0
2019-01-31 23,31.56.96.770,2,0,2,0
2019-01-31 23,91.99.72.797,1,0,1,0
2019-01-31 23,54.36.149.892,1,0,1,0
2019-01-31 23,31.56.96.972,2,0,2,0
2019-01-31 23,66.249.66.221,1,0,1,0
2019-01-31 23,66.249.66.232,1,0,1,0
2019-01-31 23,54.36.149.207,1,0,1,0
2019-01-31 23,54.36.149.212,1,0,1,0
2019-01-31 23,91.99.72.194,1,0,1,0
2019-01-31 23,66.249.66.409,1,0,1,0
2019-01-31 23,66.249.66.412,1,0,1,0
2019-01-31 23,40.77.167.372,5,0,5,0
2019-01-31 23,54.36.149.293,1,0,1,0
2019-01-31 23,54.36.149.318,1,0,1,0
2019-01-31 23,31.56.96.377,2,0,2,0
2019-01-31 23,54.36.149.457,1,0,1,0
2019-01-31 23,66.249.66.639,1,0,1,0
2019-01-31 23,40.77.167.623,5,0,5,0
2019-01-31 23,31.56.96.594,2,0,2,0
2019-01-31 23,66.249.66.745,1,0,1,0
2019-01-31 23,91.99.72.573,1,0,1,0
2019-01-31 23,66.249.66.819,1,0,1,0
2019-01-31 23,31.56.96.757,2,0,2,0
2019-01-31 23,91.99.72.766,1,0,1,0
2019-01-31 23,91.99.72.795,1,0,1,0
2019-01-31 23,54.36.149.840,1,0,1,0
2019-01-22 3,51.15.15.54,1880,1880,0,0
2019-01-22 3,2.185.221.79,940,940,0,0
2019-01-31 23,66.249.66.243,1,0,1,0
2019-01-31 23,54.36.149.97,1,0,1,0
2019-01-31 23,40.77.167.198,5,0,5,0
2019-01-31 23,40.77.167.226,5,0,5,0
2019-01-31 23,40.77.167.251,5,0,5,0
2019-01-31 23,31.56.96.253,2,0,2,0
2019-01-31 23,91.99.72.252,1,0,1,0
2019-01-31 23,54.36.149.287,1,0,1,0
2019-01-31 23,54.36.149.288,1,0,1,0
2019-01-31 23,66.249.66.445,1,0,1,0
2019-01-31 23,54.36.149.429,1,0,1,0
2019-01-31 23,40.77.167.589,5,0,5,0
2019-01-31 23,54.36.149.560,1,0,1,0
2019-01-31 23,31.56.96.651,2,0,2,0
2019-01-31 23,54.36.149.649,1,0,1,0
2019-01-31 23,91.99.72.708,1,0,1,0
2019-01-31 23,66.249.66.914,1,0,1,0
2019-01-31 23,66.249.66.998,1,0,1,0
2019-01-31 23,91.99.72.843,1,0,1,0
2019-01-31 23,91.99.72.852,1,0,1,0
2019-01-31 23,31.56.96.983,2,0,2,0
2019-01-31 23,66.249.66.1003,1,0,1,0
2019-01-31 23,31.56.96.891,2,0,2,0
2019-01-31 23,31.56.96.95,2,0,2,0
2019-01-31 23,54.36.149.122,1,0,1,0
2019-01-31 23,66.249.66.337,1,0,1,0
2019-01-31 23,31.56.96.214,2,0,2,0
2019-01-31 23,91.99.72.200,1,0,1,0
2019-01-31 23,40.77.167.367,5,0,5,0
2019-01-31 23,91.99.72.280,1,0,1,0
2019-01-31 23,31.56.96.385,2,0,2,0
2019-01-31 23,40.77.167.551,5,0,5,0
2019-01-31 23,40.77.167.579,5,0,5,0
2019-01-31 23,66.249.66.723,1,0,1,0
2019-01-31 23,91.99.72.568,1,0,1,0
2019-01-31 23,31.56.96.635,2,0,2,0
2019-01-31 23,54.36.149.670,1,0,1,0
2019-01-31 23,31.56.96.751,2,0,2,0
2019-01-31 23,91.99.72.719,1,0,1,0
2019-01-31 23,66.249.66.971,1,0,1,0
2019-01-31 23,40.77.167.968,5,0,5,0
2019-01-31 23,91.99.72.888,1,0,1,0
2019-01-31 23,54.36.149.975,1,0,1,0
2019-01-31 23,40.77.167.201,5,0,5,0
2019-01-31 23,54.36.149.170,1,0,1,0
2019-01-31 23,31.56.96.201,2,0,2,0
2019-01-31 23,40.77.167.284,5,0,5,0
2019-01-31 23,40.77.167.290,5,0,5,0
2019-01-31 23,66.249.66.366,1,0,1,0
2019-01-31 23,40.77.167.330,5,0,5,0
2019-01-31 23,66.249.66.498,1,0,1,0
2019-01-31 23,54.36.149.354,1,0,1,0
2019-01-31 23,91.99.72.351,1,0,1,0
2019-01-31 23,54.36.149.412,1,0,1,0
2019-01-31 23,66.249.66.590,1,0,1,0
2019-01-31 23,91.99.72.451,1,0,1,0
2019-01-31 23,66.249.66.631,1,0,1,0
2019-01-31 23,54.36.149.485,1,0,1,0
2019-01-31 23,66.249.66.687,1,0,1,0
2019-01-31 23,40.77.167.674,5,0,5,0
2019-01-31 23,31.56.96.664,2,0,2,0
2019-01-31 23,40.77.167.746,5,0,5,0
2019-01-31 23,40.77.167.1033,5,0,5,0
2019-01-31 23,31.56.96.964,2,0,2,0
2019-01-31 23,66.249.66.1112,1,0,1,0
2019-01-31 23,31.56.96.973,2,0,2,0
2019-01-31 23,54.36.149.74,1,0,1,0
2019-01-31 23,40.77.167.190,5,0,5,0
2019-01-31 23,66.249.66.307,1,0,1,0
2019-01-31 23,40.77.167.254,5,0,5,0
2019-01-31 23,91.99.72.143,1,0,1,0
2019-01-31 23,31.56.96.218,2,0,2,0
2019-01-31 23,31.56.96.220,2,0,2,0
2019-01-31 23,40.77.167.314,5,0,5,0
2019-01-31 23,54.36.149.321,1,0,1,0
2019-01-31 23,40.77.167.438,5,0,5,0
2019-01-31 23,31.56.96.364,2,0,2,0
2019-01-31 23,40.77.167.478,5,0,5,0
2019-01-31 23,54.36.149.399,1,0,1,0
2019-01-31 23,91.99.72.488,1,0,1,0
2019-01-31 23,91.99.72.501,1,0,1,0
2019-01-31 23,66.249.66.711,1,0,1,0
2019-01-31 23,91.99.72.625,1,0,1,0
2019-01-31 23,54.36.149.676,1,0,1,0
2019-01-31 23,54.36.149.758,1,0,1,0
2019-01-31 23,91.99.72.781,1,0,1,0
2019-01-31 23,91.99.72.884,1,0,1,0
2019-01-31 23,31.56.96.935,2,0,2,0
2019-01-31 23,66.249.66.1088,1,0,1,0
2019-01-31 23,40.77.167.1043,5,0,5,0
2019-01-23 4,54.36.149.42,1,0,1,0
2019-01-31 23,31.56.96.85,2,0,2,0
2019-01-31 23,40.77.167.225,5,0,5,0
2019-01-31 23,54.36.149.174,1,0,1,0
2019-01-31 23,54.36.149.177,1,0,1,0
2019-01-31 23,40.77.167.328,5,0,5,0
2019-01-31 23,66.249.66.483,1,0,1,0
2019-01-31 23,91.99.72.404,1,0,1,0
2019-01-31 23,91.99.72.436,1,0,1,0
2019-01-31 23,31.56.96.509,2,0,2,0
2019-01-31 23,54.36.149.566,1,0,1,0
2019-01-31 23,31.56.96.621,2,0,2,0
2019-01-31 23,66.249.66.838,1,0,1,0
2019-01-31 23,91.99.72.705,1,0,1,0
2019-01-31 23,40.77.167.820,5,0,5,0
2019-01-31 23,54.36.149.829,1,0,1,0
2019-01-31 23,31.56.96.925,2,0,2,0
2019-01-31 23,91.99.72.896,1,0,1,0
2019-01-31 23,66.249.66.1114,1,0,1,0
2019-01-31 21,66.249.66.212,1,0,1,0
2019-01-31 23,40.77.167.162,5,0,5,0
2019-01-31 23,31.56.96.102,2,0,2,0
2019-01-31 23,54.36.149.116,1,0,1,0
2019-01-31 23,31.56.96.129,2,0,2,0
2019-01-31 23,91.99.72.107,1,0,1,0
2019-01-31 23,40.77.167.231,5,0,5,0
2019-01-31 23,54.36.149.169,1,0,1,0
2019-01-31 23,66.249.66.343,1,0,1,0
2019-01-31 23,91.99.72.186,1,0,1,0
2019-01-31 23,91.99.72.189,1,0,1,0
2019-01-31 23,40.77.167.468,5,0,5,0
2019-01-31 23,31.56.96.414,2,0,2,0
2019-01-31 23,66.249.66.564,1,0,1,0
2019-01-31 23,31.56.96.425,2,0,2,0
2019-01-31 23,54.36.149.428,1,0,1,0
2019-01-31 23,31.56.96.588,2,0,2,0
2019-01-31 23,91.99.72.693,1,0,1,0
2019-01-31 23,40.77.167.814,5,0,5,0
2019-01-31 23,54.36.149.733,1,0,1,0
2019-01-31 23,54.36.149.753,1,0,1,0
2019-01-31 23,31.56.96.813,2,0,2,0
2019-01-31 23,31.56.96.824,2,0,2,0
2019-01-31 23,40.77.167.936,5,0,5,0
2019-01-31 23,31.56.96.910,2,0,2,0
2019-01-31 23,66.249.66.1081,1,0,1,0
2019-01-29 10,66.249.66.201,1,0,1,0
2019-01-31 23,91.99.72.185,1,0,1,0
2019-01-31 23,40.77.167.356,5,0,5,0
2019-01-31 23,66.249.66.504,1,0,1,0
2019-01-31 23,54.36.149.376,1,0,1,0
2019-01-31 23,66.249.66.603,1,0,1,0
2019-01-31 23,31.56.96.497,2,0,2,0
2019-01-31 23,91.99.72.477,1,0,1,0
2019-01-31 23,40.77.167.620,5,0,5,0
2019-01-31 23,66.249.66.696,1,0,1,0
2019-01-31 23,54.36.149.550,1,0,1,0
2019-01-31 23,91.99.72.536,1,0,1,0
2019-01-31 23,54.36.149.584,1,0,1,0
2019-01-31 23,54.36.149.636,1,0,1,0
2019-01-31 23,66.249.66.792,1,0,1,0
2019-01-31 23,66.249.66.844,1,0,1,0
2019-01-31 23,91.99.72.700,1,0,1,0
2019-01-31 23,40.77.167.865,5,0,5,0
2019-01-31 23,40.77.167.894,5,0,5,0
2019-01-31 23,54.36.149.886,1,0,1,0
2019-01-31 23,40.77.167.1006,5,0,5,0
2019-01-31 23,40.77.167.1024,5,0,5,0
2019-01-31 23,91.99.72.939,1,0,1,0
2019-01-23 4,31.56.96.52,2,0,2,0
2019-01-31 23,66.249.66.250,1,0,1,0
2019-01-31 23,31.56.96.135,2,0,2,0
2019-01-31 23,54.36.149.159,1,0,1,0
2019-01-31 23,31.56.96.180,2,0,2,0
2019-01-31 23,31.56.96.204,2,0,2,0
2019-01-31 23,66.249.66.357,1,0,1,0
2019-01-31 23,66.249.66.427,1,0,1,0
2019-01-31 23,54.36.149.295,1,0,1,0
2019-01-31 23,31.56.96.332,2,0,2,0
2019-01-31 23,40.77.167.412,5,0,5,0
2019-01-31 23,54.36.149.389,1,0,1,0
2019-01-31 23,66.249.66.744,1,0,1,0
2019-01-31 23,66.249.66.758,1,0,1,0
2019-01-31 23,54.36.149.612,1,0,1,0
2019-01-31 23,40.77.167.713,5,0,5,0
2019-01-31 23,31.56.96.687,2,0,2,0
2019-01-31 23,40.77.167.923,5,0,5,0
2019-01-31 23,91.99.72.901,1,0,1,0
2019-01-31 23,66.249.66.314,1,0,1,0
2019-01-31 23,31.56.96.227,2,0,2,0
2019-01-31 23,66.249.66.421,1,0,1,0
2019-01-31 23,91.99.72.253,1,0,1,0
2019-01-31 23,54.36.149.296,1,0,1,0
2019-01-31 23,54.36.149.319,1,0,1,0
2019-01-31 23,31.56.96.344,2,0,2,0
2019-01-31 23,40.77.167.449,5,0,5,0
2019-01-31 23,40.77.167.612,5,0,5,0
2019-01-31 23,66.249.66.694,1,0,1,0
2019-01-31 23,31.56.96.586,2,0,2,0
2019-01-31 23,40.77.167.676,5,0,5,0
2019-01-31 23,31.56.96.652,2,0,2,0
2019-01-31 23,66.249.66.815,1,0,1,0
2019-01-31 23,91.99.72.668,1,0,1,0
2019-01-31 23,54.36.149.824,1,0,1,0
2019-01-31 23,54.36.149.845,1,0,1,0
2019-01-31 23,54.36.149.873,1,0,1,0
2019-01-31 23,66.249.66.1126,1,0,1,0
2019-01-22 3,54.36.149.92,940,940,0,0
2019-01-31 23,66.249.66.234,1,0,1,0
2019-01-31 23,54.36.149.92,1,0,1,0
2019-01-31 23,66.249.66.252,1,0,1,0
2019-01-31 23,31.56.96.110,2,0,2,0
2019-01-31 23,91.99.72.115,1,0,1,0
2019-01-31 23,54.36.149.179,1,0,1,0
2019-01-31 23,66.249.66.363,1,0,1,0
2019-01-31 23,54.36.149.233,1,0,1,0
2019-01-31 23,66.249.66.482,1,0,1,0
2019-01-31 23,66.249.66.536,1,0,1,0
2019-01-31 23,40.77.167.502,5,0,5,0
2019-01-31 23,66.249.66.630,1,0,1,0
2019-01-31 23,31.56.96.530,2,0,2,0
2019-01-31 23,66.249.66.797,1,0,1,0
2019-01-31 23,91.99.72.655,1,0,1,0
2019-01-31 23,91.99.72.699,1,0,1,0
2019-01-31 23,66.249.66.890,1,0,1,0
2019-01-31 23,91.99.72.747,1,0,1,0
2019-01-31 23,66.249.66.955,1,0,1,0
2019-01-31 23,91.99.72.786,1,0,1,0
2019-01-31 23,54.36.149.860,1,0,1,0
2019-01-31 23,40.77.167.951,5,0,5,0
2019-01-31 23,40.77.167.1005,5,0,5,0
2019-01-31 23,54.36.149.923,1,0,1,0
2019-01-31 23,66.249.66.1110,1,0,1,0
2019-01-31 23,66.249.66.1017,1,0,1,0
2019-01-31 23,66.249.66.277,1,0,1,0
2019-01-31 23,66.249.66.417,1,0,1,0
2019-01-31 23,31.56.96.302,2,0,2,0
2019-01-31 23,54.36.149.471,1,0,1,0
2019-01-31 23,40.77.167.786,5,0,5,0
2019-01-31 23,66.249.66.854,1,0,1,0
2019-01-31 23,40.77.167.811,5,0,5,0
2019-01-31 23,54.36.149.742,1,0,1,0
2019-01-31 23,91.99.72.724,1,0,1,0
2019-01-31 23,66.249.66.953,1,0,1,0
2019-01-31 23,31.56.96.881,2,0,2,0
2019-01-31 23,91.99.72.870,1,0,1,0
2019-01-31 23,40.77.167.987,5,0,5,0
2019-01-31 23,91.99.72.903,1,0,1,0
2019-01-31 23,66.249.66.1083,1,0,1,0
2019-01-31 23,54.36.149.968,1,0,1,0
2019-01-22 3,66.249.64.66,940,940,0,0
2019-01-31 21,31.56.96.69,2,0,2,0
2019-01-31 23,66.249.66.326,1,0,1,0
2019-01-31 23,91.99.72.192,1,0,1,0
2019-01-31 23,31.56.96.343,2,0,2,0
2019-01-31 23,31.56.96.417,2,0,2,0
2019-01-31 23,40.77.167.534,5,0,5,0
2019-01-31 23,54.36.149.470,1,0,1,0
2019-01-31 23,91.99.72.539,1,0,1,0
2019-01-31 23,91.99.72.553,1,0,1,0
2019-01-31 23,40.77.167.721,5,0,5,0
2019-01-31 23,40.77.167.768,5,0,5,0
2019-01-31 23,91.99.72.672,1,0,1,0
2019-01-31 23,40.77.167.793,5,0,5,0
2019-01-31 23,91.99.72.735,1,0,1,0
2019-01-31 23,40.77.167.869,5,0,5,0
2019-01-31 23,31.56.96.854,2,0,2,0
2019-01-31 23,66.249.66.1043,1,0,1,0
2019-01-31 23,66.249.66.1092,1,0,1,0
2019-01-31 23,91.99.72.932,1,0,1,0
2019-01-31 23,31.56.96.977,2,0,2,0
2019-01-31 23,66.249.66.251,1,0,1,0
2019-01-31 23,40.77.167.199,5,0,5,0
2019-01-31 23,66.249.66.321,1,0,1,0
2019-01-31 23,91.99.72.160,1,0,1,0
2019-01-31 23,40.77.167.317,5,0,5,0
2019-01-31 23,54.36.149.264,1,0,1,0
2019-01-31 23,54.36.149.317,1,0,1,0
2019-01-31 23,31.56.96.352,2,0,2,0
2019-01-31 23,54.36.149.418,1,0,1,0
2019-01-31 23,31.56.96.430,2,0,2,0
2019-01-31 23,91.99.72.493,1,0,1,0
2019-01-31 23,66.249.66.691,1,0,1,0
2019-01-31 23,91.99.72.593,1,0,1,0
2019-01-31 23,40.77.167.727,5,0,5,0
2019-01-31 23,40.77.167.734,5,0,5,0
2019-01-31 23,91.99.72.621,1,0,1,0
2019-01-31 23,66.249.66.931,1,0,1,0
2019-01-31 23,54.36.149.798,1,0,1,0
2019-01-31 23,54.36.149.814,1,0,1,0
2019-01-31 23,40.77.167.918,5,0,5,0
2019-01-31 23,31.56.96.868,2,0,2,0
2019-01-31 23,31.56.96.192,2,0,2,0
2019-01-31 23,54.36.149.231,1,0,1,0
2019-01-31 23,54.36.149.239,1,0,1,0
2019-01-31 23,54.36.149.274,1,0,1,0
2019-01-31 23,31.56.96.354,2,0,2,0
2019-01-31 23,66.249.66.523,1,0,1,0
2019-01-31 23,40.77.167.459,5,0,5,0
2019-01-31 23,40.77.167.516,5,0,5,0
2019-01-31 23,91.99.72.474,1,0,1,0
2019-01-31 23,40.77.167.745,5,0,5,0
2019-01-31 23,54.36.149.790,1,0,1,0
2019-01-31 23,66.249.66.948,1,0,1,0
2019-01-31 23,66.249.66.976,1,0,1,0
2019-01-31 23,66.249.66.1027,1,0,1,0
2019-01-31 23,40.77.167.980,5,0,5,0
2019-01-22 3,17.58.102.43,2820,2820,0,0
2019-01-31 23,40.77.167.187,5,0,5,0
2019-01-31 23,66.249.66.286,1,0,1,0
2019-01-31 23,31.56.96.175,2,0,2,0
2019-01-31 23,66.249.66.328,1,0,1,0
2019-01-31 23,91.99.72.152,1,0,1,0
2019-01-31 23,40.77.167.319,5,0,5,0
2019-01-31 23,31.56.96.266,2,0,2,0
2019-01-31 23,31.56.96.297,2,0,2,0
2019-01-31 23,91.99.72.267,1,0,1,0
2019-01-31 23,40.77.167.465,5,0,5,0
2019-01-31 23,40.77.167.490,5,0,5,0
2019-01-31 23,54.36.149.434,1,0,1,0
2019-01-31 23,31.56.96.462,2,0,2,0
2019-01-31 23,40.77.167.540,5,0,5,0
2019-01-31 23,40.77.167.566,5,0,5,0
2019-01-31 23,66.249.66.635,1,0,1,0
2019-01-31 23,66.249.66.710,1,0,1,0
2019-01-31 23,91.99.72.534,1,0,1,0
2019-01-31 23,40.77.167.671,5,0,5,0
2019-01-31 23,91.99.72.581,1,0,1,0
2019-01-31 23,91.99.72.588,1,0,1,0
2019-01-31 23,31.56.96.677,2,0,2,0
2019-01-31 23,66.249.66.823,1,0,1,0
2019-01-31 23,31.56.96.811,2,0,2,0
2019-01-31 23,66.249.66.972,1,0,1,0
2019-01-31 23,91.99.72.857,1,0,1,0
2019-01-31 23,66.249.66.1059,1,0,1,0
2019-01-31 23,40.77.167.1027,5,0,5,0
2019-01-31 23,31.56.96.970,2,0,2,0
2019-01-31 23,54.36.149.64,1,0,1,0
2019-01-31 23,66.249.66.236,1,0,1,0
2019-01-31 23,91.99.72.62,1,0,1,0
2019-01-31 23,66.249.66.285,1,0,1,0
2019-01-31 23,40.77.167.321,5,0,5,0
2019-01-31 23,91.99.72.209,1,0,1,0
2019-01-31 23,66.249.66.400,1,0,1,0
2019-01-31 23,31.56.96.290,2,0,2,0
2019-01-31 23,40.77.167.390,5,0,5,0
2019-01-31 23,91.99.72.298,1,0,1,0
2019-01-31 23,66.249.66.512,1,0,1,0
2019-01-31 23,40.77.167.462,5,0,5,0
2019-01-31 23,31.56.96.408,2,0,2,0
2019-01-31 23,40.77.167.545,5,0,5,0
2019-01-31 23,66.249.66.642,1,0,1,0
2019-01-31 23,54.36.149.597,1,0,1,0
2019-01-31 23,91.99.72.601,1,0,1,0
2019-01-31 23,66.249.66.790,1,0,1,0
2019-01-31 23,91.99.72.729,1,0,1,0
2019-01-31 23,91.99.72.733,1,0,1,0
2019-01-31 23,54.36.149.861,1,0,1,0
2019-01-31 23,54.36.149.877,1,0,1,0
2019-01-31 23,66.249.66.1031,1,0,1,0
2019-01-31 23,40.77.167.1007,5,0,5,0
2019-01-31 23,54.36.149.83,1,0,1,0
2019-01-31 23,91.99.72.103,1,0,1,0
2019-01-31 23,40.77.167.303,5,0,5,0
2019-01-31 23,31.56.96.239,2,0,2,0
2019-01-31 23,40.77.167.324,5,0,5,0
2019-01-31 23,54.36.149.247,1,0,1,0
2019-01-31 23,54.36.149.252,1,0,1,0
2019-01-31 23,66.249.66.467,1,0,1,0
2019-01-31 23,31.56.96.468,2,0,2,0
2019-01-31 23,40.77.167.563,5,0,5,0
2019-01-31 23,91.99.72.549,1,0,1,0
2019-01-31 23,54.36.149.600,1,0,1,0
2019-01-31 23,31.56.96.655,2,0,2,0
2019-01-31 23,66.249.66.868,1,0,1,0
2019-01-31 23,66.249.66.957,1,0,1,0
2019-01-31 23,40.77.167.916,5,0,5,0
2019-01-31 23,40.77.167.921,5,0,5,0
2019-01-31 23,66.249.66.1033,1,0,1,0
2019-01-31 23,40.77.167.1018,5,0,5,0
2019-01-31 23,91.99.72.911,1,0,1,0
2019-01-31 23,31.56.96.958,2,0,2,0
2019-01-31 23,31.56.96.967,2,0,2,0
2019-01-31 23,54.36.149.970,1,0,1,0
2019-01-31 23,54.36.149.972,1,0,1,0
2019-01-22 3,207.46.13.115,6580,6580,0,0
2019-01-31 12,54.36.149.50,1,0,1,0
2019-01-31 23,40.77.167.152,5,0,5,0
2019-01-31 23,66.249.66.295,1,0,1,0
2019-01-31 23,66.249.66.306,1,0,1,0
2019-01-31 23,91.99.72.132,1,0,1,0
2019-01-31 23,40.77.167.307,5,0,5,0
2019-01-31 23,66.249.66.381,1,0,1,0
2019-01-31 23,66.249.66.393,1,0,1,0
2019-01-31 23,31.56.96.278,2,0,2,0
2019-01-31 23,31.56.96.331,2,0,2,0
2019-01-31 23,31.56.96.350,2,0,2,0
2019-01-31 23,40.77.167.522,5,0,5,0
2019-01-31 23,66.249.66.614,1,0,1,0
2019-01-31 23,66.249.66.655,1,0,1,0
2019-01-31 23,31.56.96.520,2,0,2,0
2019-01-31 23,91.99.72.500,1,0,1,0
2019-01-31 23,54.36.149.569,1,0,1,0
2019-01-31 23,66.249.66.749,1,0,1,0
2019-01-31 23,66.249.66.785,1,0,1,0
2019-01-31 23,66.249.66.807,1,0,1,0
2019-01-31 23,91.99.72.689,1,0,1,0
2019-01-31 23,66.249.66.894,1,0,1,0
2019-01-31 23,54.36.149.782,1,0,1,0
2019-01-31 23,91.99.72.775,1,0,1,0
2019-01-31 23,91.99.72.792,1,0,1,0
2019-01-31 23,40.77.167.907,5,0,5,0
2019-01-31 23,66.249.66.1009,1,0,1,0
2019-01-31 23,91.99.72.934,1,0,1,0
2019-01-31 23,66.249.66.1119,1,0,1,0
2019-01-31 23,66.249.66.256,1,0,1,0
2019-01-31 23,66.249.66.269,1,0,1,0
2019-01-31 23,66.249.66.279,1,0,1,0
2019-01-31 23,91.99.72.170,1,0,1,0
2019-01-31 23,54.36.149.243,1,0,1,0
2019-01-31 23,66.249.66.602,1,0,1,0
2019-01-31 23,40.77.167.677,5,0,5,0
2019-01-31 23,66.249.66.806,1,0,1,0
2019-01-31 23,31.56.96.710,2,0,2,0
2019-01-31 23,54.36.149.744,1,0,1,0
2019-01-31 23,54.36.149.811,1,0,1,0
2019-01-31 23,31.56.96.843,2,0,2,0
2019-01-31 23,91.99.72.850,1,0,1,0
2019-01-31 23,40.77.167.970,5,0,5,0
2019-01-31 23,40.77.167.1066,5,0,5,0
2019-01-31 23,66.249.66.1016,1,0,1,0
2019-01-22 3,5.211.97.39,33840,30080,0,3760
2019-01-31 23,40.77.167.206,5,0,5,0
2019-01-31 23,40.77.167.282,5,0,5,0
2019-01-31 23,54.36.149.279,1,0,1,0
2019-01-31 23,66.249.66.448,1,0,1,0
2019-01-31 23,40.77.167.461,5,0,5,0
2019-01-31 23,31.56.96.418,2,0,2,0
2019-01-31 23,31.56.96.453,2,0,2,0
2019-01-31 23,66.249.66.634,1,0,1,0
2019-01-31 23,91.99.72.460,1,0,1,0
2019-01-31 23,66.249.66.671,1,0,1,0
2019-01-31 23,31.56.96.532,2,0,2,0
2019-01-31 23,40.77.167.617,5,0,5,0
2019-01-31 23,31.56.96.580,2,0,2,0
2019-01-31 23,31.56.96.601,2,0,2,0
2019-01-31 23,31.56.96.606,2,0,2,0
2019-01-31 23,40.77.167.694,5,0,5,0
2019-01-31 23,40.77.167.712,5,0,5,0
2019-01-31 23,40.77.167.780,5,0,5,0
2019-01-31 23,54.36.149.708,1,0,1,0
2019-01-31 23,66.249.66.978,1,0,1,0
2019-01-31 23,66.249.66.989,1,0,1,0
2019-01-31 23,54.36.149.870,1,0,1,0
2019-01-31 23,31.56.96.954,2,0,2,0
2019-01-31 22,31.56.96.70,2,0,2,0
2019-01-31 23,91.99.72.55,1,0,1,0
2019-01-31 23,66.249.66.239,1,0,1,0
2019-01-31 23,66.249.66.327,1,0,1,0
2019-01-31 23,54.36.149.181,1,0,1,0
2019-01-31 23,91.99.72.167,1,0,1,0
2019-01-31 23,91.99.72.215,1,0,1,0
2019-01-31 23,91.99.72.331,1,0,1,0
2019-01-31 23,31.56.96.383,2,0,2,0
2019-01-31 23,66.249.66.623,1,0,1,0
2019-01-31 23,31.56.96.610,2,0,2,0
2019-01-31 23,66.249.66.800,1,0,1,0
2019-01-31 23,54.36.149.734,1,0,1,0
2019-01-31 23,66.249.66.907,1,0,1,0
2019-01-31 23,66.249.66.925,1,0,1,0
2019-01-31 23,91.99.72.851,1,0,1,0
2019-01-31 23,54.36.149.902,1,0,1,0
2019-01-31 23,40.77.167.1008,5,0,5,0
2019-01-31 23,40.77.167.1032,5,0,5,0
2019-01-26 7,31.56.96.55,2,0,2,0
2019-01-31 23,91.99.72.69,1,0,1,0
2019-01-31 23,40.77.167.186,5,0,5,0
2019-01-31 23,31.56.96.122,2,0,2,0
2019-01-31 23,91.99.72.111,1,0,1,0
2019-01-31 23,31.56.96.158,2,0,2,0
2019-01-31 23,54.36.149.166,1,0,1,0
2019-01-31 23,54.36.149.173,1,0,1,0
2019-01-31 23,54.36.149.178,1,0,1,0
2019-01-31 23,40.77.167.281,5,0,5,0
2019-01-31 23,91.99.72.222,1,0,1,0
2019-01-31 23,91.99.72.288,1,0,1,0
2019-01-31 23,66.249.66.474,1,0,1,0
2019-01-31 23,40.77.167.456,5,0,5,0
2019-01-31 23,31.56.96.405,2,0,2,0
2019-01-31 23,91.99.72.433,1,0,1,0
2019-01-31 23,54.36.149.504,1,0,1,0
2019-01-31 23,40.77.167.592,5,0,5,0
2019-01-31 23,66.249.66.779,1,0,1,0
2019-01-31 23,66.249.66.789,1,0,1,0
2019-01-31 23,66.249.66.833,1,0,1,0
2019-01-31 23,91.99.72.662,1,0,1,0
2019-01-31 23,54.36.149.720,1,0,1,0
2019-01-31 23,91.99.72.722,1,0,1,0
2019-01-31 23,91.99.72.745,1,0,1,0
2019-01-31 23,31.56.96.816,2,0,2,0
2019-01-31 23,31.56.96.838,2,0,2,0
2019-01-31 23,40.77.167.920,5,0,5,0
2019-01-31 23,40.77.167.1020,5,0,5,0
2019-01-31 23,54.36.149.937,1,0,1,0
2019-01-31 23,91.99.72.50,1,0,1,0
